2.936445	19.481788
4.748099	18.082027
1.979905	20.715705
4.729686	12.805824
6.718982	16.271031
6.977027	19.060700
1.999320	19.418157
4.821382	17.172393
2.885374	20.576805
3.339561	17.951387
-1.591042	23.741372
6.176268	18.507649
3.353137	23.127646
6.360869	23.396038
1.187253	22.944625
6.277487	17.286086
3.918689	20.354336
4.101510	21.789172
4.262124	19.578572
6.577144	17.649071
4.131670	21.541867
3.490325	20.934811
8.098424	22.394183
2.484044	21.281716
4.832969	23.244539
2.820471	18.781907
11.491347	17.939178
-0.540225	23.965327
4.772307	25.889555
3.463653	22.149876
4.909276	17.418662
5.496979	20.278374
3.490645	23.360367
6.850299	21.128146
0.022350	21.282637
8.795080	19.595087
5.549213	17.366886
4.984321	17.026438
9.038365	22.200494
5.169931	19.627295
6.812181	19.806843
7.836129	20.636980
3.046543	28.149549
3.731228	21.076505
3.020626	22.036947
7.076869	19.392779
0.772861	22.924956
6.614774	15.883232
6.576290	17.815007
5.263545	20.357264
3.748241	20.727630
4.990435	19.138539
7.285325	17.750460
5.900986	16.884110
7.044603	21.803570
3.653920	20.838773
7.128940	19.301238
10.592418	19.207313
1.380292	21.956470
7.865261	19.799056
5.261556	19.853024
4.877112	16.646276
2.193060	22.297114
0.062793	16.917277
2.583250	21.764267
7.344795	18.410567
3.890744	18.438030
7.072714	18.696025
4.564971	19.168828
4.501512	22.564039
5.556646	19.499316
1.201155	20.267128
4.074906	20.560957
5.919081	17.320109
3.670815	20.998460
9.951024	23.146394
4.627035	20.955794
5.101178	16.774824
3.004030	19.208948
3.920753	19.654340
1.516728	15.863926
4.789712	20.918565
6.193762	19.820097
4.433325	20.903824
7.363164	16.069608
6.381821	17.264853
2.605762	15.178585
2.656937	21.188228
2.992671	17.451727
6.153927	19.096649
6.342930	15.625088
5.774054	21.204628
2.102254	21.168719
3.998655	17.390056
1.194316	19.462979
2.940409	25.243798
1.705421	29.002504
